"","Indicator_Code","Indicator_Name","Num_of_Countries","Num_of_Years","FirstYear","LastYear"
"1328","SL.UEM.1524.MA.NE.ZS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",205,57,"1960","2016"
"1329","SL.UEM.1524.MA.ZS","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",232,27,"1991","2017"
"1330","SL.UEM.1524.NE.ZS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",207,57,"1960","2016"
"1331","SL.UEM.1524.ZS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",232,27,"1991","2017"
"1332","SL.UEM.ADVN.FE.ZS","Unemployment with advanced education, female (% of female labor force with advanced education)",153,27,"1990","2016"
"1333","SL.UEM.ADVN.MA.ZS","Unemployment with advanced education, male (% of male labor force with advanced education)",155,27,"1990","2016"
"1334","SL.UEM.ADVN.ZS","Unemployment with advanced education (% of total labor force with advanced education)",152,27,"1990","2016"
"1335","SL.UEM.BASC.FE.ZS","Unemployment with basic education, female (% of female labor force with basic education)",153,27,"1990","2016"
"1336","SL.UEM.BASC.MA.ZS","Unemployment with basic education, male (% of male labor force with basic education)",154,27,"1990","2016"
"1337","SL.UEM.BASC.ZS","Unemployment with basic education (% of total labor force with basic education)",153,27,"1990","2016"
"1338","SL.UEM.INTM.FE.ZS","Unemployment with intermediate education, female (% of female labor force with intermediate education)",152,27,"1990","2016"
"1339","SL.UEM.INTM.MA.ZS","Unemployment with intermediate education, male (% of male labor force with intermediate education)",152,27,"1990","2016"
"1340","SL.UEM.INTM.ZS","Unemployment with intermediate education (% of total labor force with intermediate education)",150,27,"1990","2016"
"1341","SL.UEM.NEET.FE.ZS","Share of youth not in education, employment or training, female (% of female youth population)",151,20,"1994","2016"
"1342","SL.UEM.NEET.MA.ZS","Share of youth not in education, employment or training, male (% of male youth population)",151,20,"1994","2016"
"1343","SL.UEM.NEET.ZS","Share of youth not in education, employment or training, total (% of youth population)",152,20,"1994","2016"
"1344","SL.UEM.TOTL.FE.NE.ZS","Unemployment, female (% of female labor force) (national estimate)",226,57,"1960","2016"
"1345","SL.UEM.TOTL.FE.ZS","Unemployment, female (% of female labor force) (modeled ILO estimate)",232,27,"1991","2017"
"1346","SL.UEM.TOTL.MA.NE.ZS","Unemployment, male (% of male labor force) (national estimate)",226,57,"1960","2016"
"1347","SL.UEM.TOTL.MA.ZS","Unemployment, male (% of male labor force) (modeled ILO estimate)",232,27,"1991","2017"
"1348","SL.UEM.TOTL.NE.ZS","Unemployment, total (% of total labor force) (national estimate)",240,57,"1960","2016"
"1349","SL.UEM.TOTL.ZS","Unemployment, total (% of total labor force) (modeled ILO estimate)",232,27,"1991","2017"
"1350","SL.WAG.0714.FE.ZS","Children in employment, wage workers, female (% of female children in employment, ages 7-14)",92,15,"1999","2015"
"1351","SL.WAG.0714.MA.ZS","Children in employment, wage workers, male (% of male children in employment, ages 7-14)",92,15,"1999","2015"
"1352","SL.WAG.0714.ZS","Children in employment, wage workers (% of children in employment, ages 7-14)",92,15,"1999","2015"
"1353","SM.EMI.TERT.ZS","Emigration rate of tertiary educated (% of total tertiary educated population)",238,2,"1990","2000"
"1354","SM.POP.NETM","Net migration",240,11,"1962","2012"
"1355","SM.POP.REFG","Refugee population by country or territory of asylum",232,27,"1990","2016"
"1356","SM.POP.REFG.OR","Refugee population by country or territory of origin",247,27,"1990","2016"
"1357","SM.POP.TOTL","International migrant stock, total",261,12,"1960","2015"
"1358","SM.POP.TOTL.ZS","International migrant stock (% of population)",261,12,"1960","2015"
"1359","SN.ITK.DEFC.ZS","Prevalence of undernourishment (% of population)",218,16,"2000","2015"
"1360","SN.ITK.DFCT","Depth of the food deficit (kilocalories per person per day)",152,25,"1992","2016"
"1361","SN.ITK.SALT.ZS","Consumption of iodized salt (% of households)",154,21,"1993","2013"
"1362","SN.ITK.VITA.ZS","Vitamin A supplementation coverage rate (% of children ages 6-59 months)",104,16,"1999","2014"
"1363","SP.ADO.TFRT","Adolescent fertility rate (births per 1,000 women ages 15-19)",240,56,"1960","2015"
"1364","SP.DTH.INFR.ZS","Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)",135,12,"1999","2010"
"1365","SP.DTH.REPT.ZS","Completeness of total death reporting (% of reported total deaths to estimated total deaths)",166,10,"2001","2010"
"1366","SP.DYN.AMRT.FE","Mortality rate, adult, female (per 1,000 female adults)",244,56,"1960","2015"
"1367","SP.DYN.AMRT.MA","Mortality rate, adult, male (per 1,000 male adults)",244,56,"1960","2015"
"1368","SP.DYN.CBRT.IN","Birth rate, crude (per 1,000 people)",257,56,"1960","2015"
"1369","SP.DYN.CDRT.IN","Death rate, crude (per 1,000 people)",257,56,"1960","2015"
"1370","SP.DYN.CONM.ZS","Contraceptive prevalence, modern methods (% of women ages 15-49)",227,54,"1961","2016"
"1371","SP.DYN.CONU.ZS","Contraceptive prevalence, any methods (% of women ages 15-49)",232,48,"1968","2016"
"1372","SP.DYN.IMRT.FE.IN","Mortality rate, infant, female (per 1,000 live births)",239,5,"1990","2016"
"1373","SP.DYN.IMRT.IN","Mortality rate, infant (per 1,000 live births)",239,57,"1960","2016"
"1374","SP.DYN.IMRT.MA.IN","Mortality rate, infant, male (per 1,000 live births)",239,5,"1990","2016"
"1375","SP.DYN.LE00.FE.IN","Life expectancy at birth, female (years)",253,56,"1960","2015"
"1376","SP.DYN.LE00.IN","Life expectancy at birth, total (years)",253,56,"1960","2015"
"1377","SP.DYN.LE00.MA.IN","Life expectancy at birth, male (years)",253,56,"1960","2015"
"1378","SP.DYN.TFRT.IN","Fertility rate, total (births per woman)",254,56,"1960","2015"
"1379","SP.DYN.TO65.FE.ZS","Survival to age 65, female (% of cohort)",240,56,"1960","2015"
"1380","SP.DYN.TO65.MA.ZS","Survival to age 65, male (% of cohort)",240,56,"1960","2015"
"1381","SP.DYN.WFRT","Wanted fertility rate (births per woman)",102,32,"1985","2016"
"1382","SP.HOU.FEMA.ZS","Female headed households (% of households with a female head)",77,27,"1990","2016"
"1383","SP.M18.2024.FE.ZS","Women who were first married by age 18 (% of women ages 20-24)",126,32,"1985","2016"
"1384","SP.MTR.1519.ZS","Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)",94,32,"1985","2016"
"1385","SP.POP.0004.FE.5Y","Population ages 0-4, female (% of female population)",240,57,"1960","2016"
"1386","SP.POP.0004.MA.5Y","Population ages 0-4, male (% of male population)",240,57,"1960","2016"
"1387","SP.POP.0014.FE.IN","Population ages 0-14, female",240,57,"1960","2016"
"1388","SP.POP.0014.FE.ZS","Population ages 0-14, female (% of total)",240,57,"1960","2016"
"1389","SP.POP.0014.MA.IN","Population ages 0-14, male",240,57,"1960","2016"
"1390","SP.POP.0014.MA.ZS","Population ages 0-14, male (% of total)",240,57,"1960","2016"
"1391","SP.POP.0014.TO","Population ages 0-14, total",240,57,"1960","2016"
"1392","SP.POP.0014.TO.ZS","Population ages 0-14 (% of total)",240,57,"1960","2016"
"1393","SP.POP.0509.FE.5Y","Population ages 5-9, female (% of female population)",240,57,"1960","2016"
"1394","SP.POP.0509.MA.5Y","Population ages 5-9, male (% of male population)",240,57,"1960","2016"
"1395","SP.POP.1014.FE.5Y","Population ages 10-14, female (% of female population)",240,57,"1960","2016"
"1396","SP.POP.1014.MA.5Y","Population ages 10-14, male (% of male population)",240,57,"1960","2016"
"1397","SP.POP.1519.FE.5Y","Population ages 15-19, female (% of female population)",240,57,"1960","2016"
"1398","SP.POP.1519.MA.5Y","Population ages 15-19, male (% of male population)",240,57,"1960","2016"
"1399","SP.POP.1564.FE.IN","Population ages 15-64, female",240,57,"1960","2016"
"1400","SP.POP.1564.FE.ZS","Population ages 15-64, female (% of total)",240,57,"1960","2016"
"1401","SP.POP.1564.MA.IN","Population ages 15-64, male",240,57,"1960","2016"
"1402","SP.POP.1564.MA.ZS","Population ages 15-64, male (% of total)",240,57,"1960","2016"
"1403","SP.POP.1564.TO","Population ages 15-64, total",240,57,"1960","2016"
"1404","SP.POP.1564.TO.ZS","Population ages 15-64 (% of total)",240,57,"1960","2016"
"1405","SP.POP.2024.FE.5Y","Population ages 20-24, female (% of female population)",240,57,"1960","2016"
"1406","SP.POP.2024.MA.5Y","Population ages 20-24, male (% of male population)",240,57,"1960","2016"
"1407","SP.POP.2529.FE.5Y","Population ages 25-29, female (% of female population)",240,57,"1960","2016"
"1408","SP.POP.2529.MA.5Y","Population ages 25-29, male (% of male population)",240,57,"1960","2016"
"1409","SP.POP.3034.FE.5Y","Population ages 30-34, female (% of female population)",240,57,"1960","2016"
"1410","SP.POP.3034.MA.5Y","Population ages 30-34, male (% of male population)",240,57,"1960","2016"
"1411","SP.POP.3539.FE.5Y","Population ages 35-39, female (% of female population)",240,57,"1960","2016"
"1412","SP.POP.3539.MA.5Y","Population ages 35-39, male (% of male population)",240,57,"1960","2016"
"1413","SP.POP.4044.FE.5Y","Population ages 40-44, female (% of female population)",240,57,"1960","2016"
"1414","SP.POP.4044.MA.5Y","Population ages 40-44, male (% of male population)",240,57,"1960","2016"
"1415","SP.POP.4549.FE.5Y","Population ages 45-49, female (% of female population)",240,57,"1960","2016"
"1416","SP.POP.4549.MA.5Y","Population ages 45-49, male (% of male population)",240,57,"1960","2016"
"1417","SP.POP.5054.FE.5Y","Population ages 50-54, female (% of female population)",240,57,"1960","2016"
"1418","SP.POP.5054.MA.5Y","Population ages 50-54, male (% of male population)",240,57,"1960","2016"
"1419","SP.POP.5559.FE.5Y","Population ages 55-59, female (% of female population)",240,57,"1960","2016"
"1420","SP.POP.5559.MA.5Y","Population ages 55-59, male (% of male population)",240,57,"1960","2016"
"1421","SP.POP.6064.FE.5Y","Population ages 60-64, female (% of female population)",240,57,"1960","2016"
"1422","SP.POP.6064.MA.5Y","Population ages 60-64, male (% of male population)",240,57,"1960","2016"
"1423","SP.POP.6569.FE.5Y","Population ages 65-69, female (% of female population)",240,57,"1960","2016"
"1424","SP.POP.6569.MA.5Y","Population ages 65-69, male (% of male population)",240,57,"1960","2016"
"1425","SP.POP.65UP.FE.IN","Population ages 65 and above, female",240,57,"1960","2016"
"1426","SP.POP.65UP.FE.ZS","Population ages 65 and above, female (% of total)",240,57,"1960","2016"
"1427","SP.POP.65UP.MA.IN","Population ages 65 and above, male",240,57,"1960","2016"
"1428","SP.POP.65UP.MA.ZS","Population ages 65 and above, male (% of total)",240,57,"1960","2016"
"1429","SP.POP.65UP.TO","Population ages 65 and above, total",240,57,"1960","2016"
"1430","SP.POP.65UP.TO.ZS","Population ages 65 and above (% of total)",240,57,"1960","2016"
"1431","SP.POP.7074.FE.5Y","Population ages 70-74, female (% of female population)",240,57,"1960","2016"
"1432","SP.POP.7074.MA.5Y","Population ages 70-74, male (% of male population)",240,57,"1960","2016"
"1433","SP.POP.7579.FE.5Y","Population ages 75-79, female (% of female population)",240,57,"1960","2016"
"1434","SP.POP.7579.MA.5Y","Population ages 75-79, male (% of male population)",240,57,"1960","2016"
"1435","SP.POP.80UP.FE.5Y","Population ages 80 and above, female (% of female population)",240,57,"1960","2016"
"1436","SP.POP.80UP.MA.5Y","Population ages 80 and above, male (% of male population)",240,57,"1960","2016"
"1437","SP.POP.BRTH.MF","Sex ratio at birth (male births per female births)",240,19,"1962","2015"
"1438","SP.POP.DPND","Age dependency ratio (% of working-age population)",240,57,"1960","2016"
"1439","SP.POP.DPND.OL","Age dependency ratio, old (% of working-age population)",240,57,"1960","2016"
"1440","SP.POP.DPND.YG","Age dependency ratio, young (% of working-age population)",240,57,"1960","2016"
"1441","SP.POP.GROW","Population growth (annual %)",263,57,"1960","2016"
"1442","SP.POP.SCIE.RD.P6","Researchers in R&D (per million people)",157,20,"1996","2015"
"1443","SP.POP.TECH.RD.P6","Technicians in R&D (per million people)",124,20,"1996","2015"
"1444","SP.POP.TOTL","Population, total",263,57,"1960","2016"
"1445","SP.POP.TOTL.FE.IN","Population, female",240,57,"1960","2016"
"1446","SP.POP.TOTL.FE.ZS","Population, female (% of total)",240,57,"1960","2016"
"1447","SP.POP.TOTL.MA.IN","Population, male",240,57,"1960","2016"
"1448","SP.POP.TOTL.MA.ZS","Population, male (% of total)",240,57,"1960","2016"
"1449","SP.REG.BRTH.RU.ZS","Completeness of birth registration, rural (%)",116,17,"2000","2016"
"1450","SP.REG.BRTH.UR.ZS","Completeness of birth registration, urban (%)",116,17,"2000","2016"
"1451","SP.REG.BRTH.ZS","Completeness of birth registration (%)",208,17,"2000","2016"
"1452","SP.REG.DTHS.ZS","Completeness of death registration with cause-of-death information (%)",139,13,"1990","2012"
"1453","SP.RUR.TOTL","Rural population",261,57,"1960","2016"
"1454","SP.RUR.TOTL.ZG","Rural population growth (annual %)",254,57,"1960","2016"
"1455","SP.RUR.TOTL.ZS","Rural population (% of total population)",261,57,"1960","2016"
"1456","SP.URB.GROW","Urban population growth (annual %)",261,57,"1960","2016"
"1457","SP.URB.TOTL","Urban population",261,57,"1960","2016"
"1458","SP.URB.TOTL.IN.ZS","Urban population (% of total)",261,57,"1960","2016"
"1459","SP.UWT.TFRT","Unmet need for contraception (% of married women ages 15-49)",175,31,"1986","2016"
"1460","ST.INT.ARVL","International tourism, number of arrivals",249,22,"1995","2016"
"1461","ST.INT.DPRT","International tourism, number of departures",156,22,"1995","2016"
"1462","ST.INT.RCPT.CD","International tourism, receipts (current USdollar)",245,21,"1995","2015"
"1463","ST.INT.RCPT.XP.ZS","International tourism, receipts (% of total exports)",235,21,"1995","2015"
"1464","ST.INT.TRNR.CD","International tourism, receipts for passenger transport items (current USdollar)",194,21,"1995","2015"
"1465","ST.INT.TRNX.CD","International tourism, expenditures for passenger transport items (current USdollar)",203,21,"1995","2015"
"1466","ST.INT.TVLR.CD","International tourism, receipts for travel items (current USdollar)",234,21,"1995","2015"
"1467","ST.INT.TVLX.CD","International tourism, expenditures for travel items (current USdollar)",234,21,"1995","2015"
"1468","ST.INT.XPND.CD","International tourism, expenditures (current USdollar)",241,21,"1995","2015"
"1469","ST.INT.XPND.MP.ZS","International tourism, expenditures (% of total imports)",234,21,"1995","2015"
"1470","TG.VAL.TOTL.GD.ZS","Merchandise trade (% of GDP)",242,57,"1960","2016"
"1471","TM.QTY.MRCH.XD.WD","Import volume index (2000 = 100)",202,37,"1980","2016"
"1472","TM.TAX.MANF.BC.ZS","Binding coverage, manufactured products (%)",173,22,"1995","2016"
"1473","TM.TAX.MANF.BR.ZS","Bound rate, simple mean, manufactured products (%)",173,22,"1995","2016"
"1474","TM.TAX.MANF.IP.ZS","Share of tariff lines with international peaks, manufactured products (%)",200,29,"1988","2016"
"1475","TM.TAX.MANF.SM.AR.ZS","Tariff rate, applied, simple mean, manufactured products (%)",200,29,"1988","2016"
"1476","TM.TAX.MANF.SM.FN.ZS","Tariff rate, most favored nation, simple mean, manufactured products (%)",200,29,"1988","2016"
"1477","TM.TAX.MANF.SR.ZS","Share of tariff lines with specific rates, manufactured products (%)",200,29,"1988","2016"
"1478","TM.TAX.MANF.WM.AR.ZS","Tariff rate, applied, weighted mean, manufactured products (%)",200,29,"1988","2016"
"1479","TM.TAX.MANF.WM.FN.ZS","Tariff rate, most favored nation, weighted mean, manufactured products (%)",200,29,"1988","2016"
"1480","TM.TAX.MRCH.BC.ZS","Binding coverage, all products (%)",173,22,"1995","2016"
"1481","TM.TAX.MRCH.BR.ZS","Bound rate, simple mean, all products (%)",173,22,"1995","2016"
"1482","TM.TAX.MRCH.IP.ZS","Share of tariff lines with international peaks, all products (%)",200,29,"1988","2016"
"1483","TM.TAX.MRCH.SM.AR.ZS","Tariff rate, applied, simple mean, all products (%)",200,29,"1988","2016"
"1484","TM.TAX.MRCH.SM.FN.ZS","Tariff rate, most favored nation, simple mean, all products (%)",200,29,"1988","2016"
"1485","TM.TAX.MRCH.SR.ZS","Share of tariff lines with specific rates, all products (%)",200,29,"1988","2016"
"1486","TM.TAX.MRCH.WM.AR.ZS","Tariff rate, applied, weighted mean, all products (%)",200,29,"1988","2016"
"1487","TM.TAX.MRCH.WM.FN.ZS","Tariff rate, most favored nation, weighted mean, all products (%)",200,29,"1988","2016"
"1488","TM.TAX.TCOM.BC.ZS","Binding coverage, primary products (%)",173,22,"1995","2016"
"1489","TM.TAX.TCOM.BR.ZS","Bound rate, simple mean, primary products (%)",173,22,"1995","2016"
"1490","TM.TAX.TCOM.IP.ZS","Share of tariff lines with international peaks, primary products (%)",200,29,"1988","2016"
"1491","TM.TAX.TCOM.SM.AR.ZS","Tariff rate, applied, simple mean, primary products (%)",200,29,"1988","2016"
"1492","TM.TAX.TCOM.SM.FN.ZS","Tariff rate, most favored nation, simple mean, primary products (%)",200,29,"1988","2016"
"1493","TM.TAX.TCOM.SR.ZS","Share of tariff lines with specific rates, primary products (%)",200,29,"1988","2016"
"1494","TM.TAX.TCOM.WM.AR.ZS","Tariff rate, applied, weighted mean, primary products (%)",200,29,"1988","2016"
"1495","TM.TAX.TCOM.WM.FN.ZS","Tariff rate, most favored nation, weighted mean, primary products (%)",200,29,"1988","2016"
"1496","TM.VAL.AGRI.ZS.UN","Agricultural raw materials imports (% of merchandise imports)",241,55,"1962","2016"
"1497","TM.VAL.FOOD.ZS.UN","Food imports (% of merchandise imports)",241,55,"1962","2016"
"1498","TM.VAL.FUEL.ZS.UN","Fuel imports (% of merchandise imports)",241,55,"1962","2016"
"1499","TM.VAL.ICTG.ZS.UN","ICT goods imports (% total goods imports)",232,16,"2000","2015"
"1500","TM.VAL.INSF.ZS.WT","Insurance and financial services (% of commercial service imports)",238,57,"1960","2016"
"1501","TM.VAL.MANF.ZS.UN","Manufactures imports (% of merchandise imports)",241,55,"1962","2016"
"1502","TM.VAL.MMTL.ZS.UN","Ores and metals imports (% of merchandise imports)",241,55,"1962","2016"
"1503","TM.VAL.MRCH.AL.ZS","Merchandise imports from economies in the Arab World (% of total merchandise imports)",249,57,"1960","2016"
"1504","TM.VAL.MRCH.CD.WT","Merchandise imports (current USdollar)",246,57,"1960","2016"
"1505","TM.VAL.MRCH.HI.ZS","Merchandise imports from high-income economies (% of total merchandise imports)",251,57,"1960","2016"
"1506","TM.VAL.MRCH.OR.ZS","Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)",251,57,"1960","2016"
"1507","TM.VAL.MRCH.R1.ZS","Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)",251,57,"1960","2016"
"1508","TM.VAL.MRCH.R2.ZS","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)",251,57,"1960","2016"
"1509","TM.VAL.MRCH.R3.ZS","Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)",251,57,"1960","2016"
"1510","TM.VAL.MRCH.R4.ZS","Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)",247,57,"1960","2016"
"1511","TM.VAL.MRCH.R5.ZS","Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)",250,57,"1960","2016"
"1512","TM.VAL.MRCH.R6.ZS","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)",251,57,"1960","2016"
"1513","TM.VAL.MRCH.RS.ZS","Merchandise imports by the reporting economy, residual (% of total merchandise imports)",251,57,"1960","2016"
"1514","TM.VAL.MRCH.WL.CD","Merchandise imports by the reporting economy (current USdollar)",251,57,"1960","2016"
"1515","TM.VAL.MRCH.WR.ZS","Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)",183,57,"1960","2016"
"1516","TM.VAL.MRCH.XD.WD","Import value index (2000 = 100)",202,37,"1980","2016"
"1517","TM.VAL.OTHR.ZS.WT","Computer, communications and other services (% of commercial service imports)",238,57,"1960","2016"
"1518","TM.VAL.SERV.CD.WT","Commercial service imports (current USdollar)",238,57,"1960","2016"
"1519","TM.VAL.TRAN.ZS.WT","Transport services (% of commercial service imports)",238,57,"1960","2016"
"1520","TM.VAL.TRVL.ZS.WT","Travel services (% of commercial service imports)",237,57,"1960","2016"
"1521","TT.PRI.MRCH.XD.WD","Net barter terms of trade index (2000 = 100)",202,37,"1980","2016"
"1522","TX.MNF.TECH.ZS.UN","Medium and high-tech exports (% manufactured exports)",147,26,"1990","2015"
"1523","TX.QTY.MRCH.XD.WD","Export volume index (2000 = 100)",202,37,"1980","2016"
"1524","TX.VAL.AGRI.ZS.UN","Agricultural raw materials exports (% of merchandise exports)",240,55,"1962","2016"
"1525","TX.VAL.FOOD.ZS.UN","Food exports (% of merchandise exports)",240,55,"1962","2016"
"1526","TX.VAL.FUEL.ZS.UN","Fuel exports (% of merchandise exports)",240,55,"1962","2016"
"1527","TX.VAL.ICTG.ZS.UN","ICT goods exports (% of total goods exports)",222,16,"2000","2015"
"1528","TX.VAL.INSF.ZS.WT","Insurance and financial services (% of commercial service exports)",235,57,"1960","2016"
"1529","TX.VAL.MANF.ZS.UN","Manufactures exports (% of merchandise exports)",240,55,"1962","2016"
"1530","TX.VAL.MMTL.ZS.UN","Ores and metals exports (% of merchandise exports)",239,55,"1962","2016"
"1531","TX.VAL.MRCH.AL.ZS","Merchandise exports to economies in the Arab World (% of total merchandise exports)",251,57,"1960","2016"
"1532","TX.VAL.MRCH.CD.WT","Merchandise exports (current USdollar)",246,57,"1960","2016"
"1533","TX.VAL.MRCH.HI.ZS","Merchandise exports to high-income economies (% of total merchandise exports)",251,57,"1960","2016"
"1534","TX.VAL.MRCH.OR.ZS","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)",251,57,"1960","2016"
"1535","TX.VAL.MRCH.R1.ZS","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)",250,57,"1960","2016"
"1536","TX.VAL.MRCH.R2.ZS","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)",250,57,"1960","2016"
"1537","TX.VAL.MRCH.R3.ZS","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)",250,57,"1960","2016"
"1538","TX.VAL.MRCH.R4.ZS","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)",251,57,"1960","2016"
"1539","TX.VAL.MRCH.R5.ZS","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)",251,57,"1960","2016"
"1540","TX.VAL.MRCH.R6.ZS","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)",250,57,"1960","2016"
"1541","TX.VAL.MRCH.RS.ZS","Merchandise exports by the reporting economy, residual (% of total merchandise exports)",251,57,"1960","2016"
"1542","TX.VAL.MRCH.WL.CD","Merchandise exports by the reporting economy (current USdollar)",251,57,"1960","2016"
"1543","TX.VAL.MRCH.WR.ZS","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)",183,57,"1960","2016"
"1544","TX.VAL.MRCH.XD.WD","Export value index (2000 = 100)",202,37,"1980","2016"
"1545","TX.VAL.OTHR.ZS.WT","Computer, communications and other services (% of commercial service exports)",238,57,"1960","2016"
"1546","TX.VAL.SERV.CD.WT","Commercial service exports (current USdollar)",236,57,"1960","2016"
"1547","TX.VAL.TECH.CD","High-technology exports (current USdollar)",228,29,"1988","2016"
"1548","TX.VAL.TECH.MF.ZS","High-technology exports (% of manufactured exports)",228,29,"1988","2016"
"1549","TX.VAL.TRAN.ZS.WT","Transport services (% of commercial service exports)",237,57,"1960","2016"
"1550","TX.VAL.TRVL.ZS.WT","Travel services (% of commercial service exports)",236,57,"1960","2016"
"1551","VC.BTL.DETH","Battle-related deaths (number of people)",116,28,"1989","2016"
"1552","VC.IDP.NWCV","Internally displaced persons, new displacement associated with conflict and violence (number of cases)",58,8,"2009","2016"
"1553","VC.IDP.NWDS","Internally displaced persons, new displacement associated with disasters (number of cases)",207,9,"2008","2016"
"1554","VC.IDP.TOCV","Internally displaced persons, total displaced by conflict and violence (number of people)",81,8,"2009","2016"
"1555","VC.IHR.PSRC.P5","Intentional homicides (per 100,000 people)",254,21,"1995","2015"
"1556","VC.PKP.TOTL.UN","Presence of peace keepers (number of troops, police, and military observers in mandate)",22,9,"2007","2016"
"1557","WP15163_4.1","Mobile account (% age 15+)",85,1,"2014","2014"
"1558","WP15163_4.2","Mobile account, male (% age 15+)",85,1,"2014","2014"
"1559","WP15163_4.3","Mobile account, female (% age 15+)",85,1,"2014","2014"
"1560","WP15163_4.8","Mobile account, income, poorest 40% (% ages 15+)",85,1,"2014","2014"
"1561","WP15163_4.9","Mobile account, income, richest 60% (% ages 15+)",85,1,"2014","2014"
"1562","WP_time_01.1","Account at a financial institution (% age 15+)",168,2,"2011","2014"
"1563","WP_time_01.2","Account at a financial institution, male (% age 15+)",168,2,"2011","2014"
"1564","WP_time_01.3","Account at a financial institution, female (% age 15+)",168,2,"2011","2014"
"1565","WP_time_01.8","Account at a financial institution, income, poorest 40% (% ages 15+)",168,2,"2011","2014"
"1566","WP_time_01.9","Account at a financial institution, income, richest 60% (% ages 15+)",168,2,"2011","2014"
"1567","WP_time_10.1","Account (% age 15+) [ts]",168,2,"2011","2014"
"1568","WP_time_10.2","Account, male (% age 15+) [ts]",168,2,"2011","2014"
"1569","WP_time_10.3","Account, female (% age 15+) [ts]",168,2,"2011","2014"
"1570","WP_time_10.4","Account, young adults (% ages 15-24) [ts]",168,2,"2011","2014"
"1571","WP_time_10.5","Account, older adults (% ages 25+) [ts]",168,2,"2011","2014"
"1572","WP_time_10.6","Account, primary education or less (% ages 15+) [ts]",125,2,"2011","2014"
"1573","WP_time_10.7","Account, secondary education or more (% ages 15+) [ts]",125,2,"2011","2014"
"1574","WP_time_10.8","Account, income, poorest 40% (% ages 15+) [ts]",168,2,"2011","2014"
"1575","WP_time_10.9","Account, income, richest 60% (% ages 15+) [ts]",168,2,"2011","2014"
